time,water_depth_basin1,water_depth_basin2,orifice_setting,rain,forecast_low,forecast_high,forecast_int,water_depth_stream1_reported,water_depth_stream1_true,nn_active
2019-09-06 08:00,0.07103480471532062,0.040737907109931464,0.2499999999999999,0.7488599999999992,0,0,0.01512285714285714,0.008676133842060525,0.008676133842060525,0
2019-09-06 08:30,0.10440201040542006,0.04653112446543284,0.2499999999999999,0.3175799999999973,0,0,0.01512285714285714,0.009213876791459557,0.009213876791459557,0
2019-09-06 09:00,0.1285616194044065,0.047059299618999274,0.2499999999999999,0.0,133,163,0.030779999999999974,0.01001310967195181,0.01001310967195181,0
2019-09-06 09:30,0.14607746171228864,0.047361366384180315,0.2499999999999999,0.0,133,163,0.030779999999999974,0.010976842700675856,0.010976842700675856,0
2019-09-06 10:00,0.15973126379593483,0.04773316894703029,1.0,0.0,79,97,0.030779999999999974,0.012011046479719073,0.012011046479719073,0
2019-09-06 10:30,0.041140475118666704,0.04848350260911344,1.0,0.0,79,97,0.030779999999999974,0.014982609698920454,0.014982609698920454,0
2019-09-06 11:00,0.03961994158697051,0.04960342423766188,0.2499999999999999,0.0,25,31,0.030779999999999974,0.015950557919494325,0.015950557919494325,0
2019-09-06 11:30,0.08933652111277937,0.05141721354420878,0.2499999999999999,0.2250000000000001,25,31,0.030779999999999974,0.016132992275515734,0.016132992275515734,0
2019-09-06 12:00,0.13039253804895234,0.06318568963164302,0.2499999999999999,0.5752799999999989,198,242,0.009780425531914912,0.016448730349274392,0.016448730349274392,0
2019-09-06 12:30,0.1632278159902678,0.06954015240018069,0.2499999999999999,0.0,198,242,0.009780425531914912,0.01703541088630615,0.01703541088630615,0
2019-09-06 13:00,0.1875339526722325,0.07069448326495181,0.2499999999999999,0.0,144,176,0.011195522388059733,0.017719396159043766,0.017719396159043766,0
2019-09-06 13:30,0.20688637893433892,0.07038827758879379,0.2499999999999999,0.0,144,176,0.011195522388059733,0.01840433201166198,0.01840433201166198,0
2019-09-06 14:00,0.22287330324234825,0.06962824063245804,0.2499999999999999,0.0,90,110,0.010388311688311743,0.019010118078410614,0.019010118078410614,0
2019-09-06 14:30,0.23636432127633697,0.06871446122301215,0.2499999999999999,0.0,90,110,0.010388311688311743,0.019462908006648114,0.019462908006648114,0
2019-09-06 15:00,0.24789834174944017,0.06771286714216773,0.2499999999999999,0.0,36,44,0.010388311688311743,0.01978691148469866,0.01978691148469866,0
2019-09-06 15:30,0.25783854940030604,0.06662318769829162,0.2499999999999999,0.0,36,44,0.010388311688311743,0.020010498165937946,0.020010498165937946,0
2019-09-06 16:00,0.2698510883798993,0.07502268071072046,1.0,0.4457399999999958,0,0,0.009260473933649293,0.020209865577178424,0.020209865577178424,0
2019-09-06 16:30,0.18053935377587488,0.08701316848145384,1.0,0.24480000000000057,0,0,0.009260473933649293,0.02367485316486297,0.02367485316486297,0
2019-09-06 17:00,0.0990684054760017,0.10168573051742787,1.0,0.3462000000000067,0,0,0.009026225165562918,0.02546433943692058,0.02546433943692058,0
2019-09-06 17:30,0.06487419006753238,0.11372961417600558,1.0,0.1097999999999999,0,0,0.009026225165562918,0.02609442898162435,0.02609442898162435,0
2019-09-06 18:00,0.06576491304224909,0.12329843627651575,0.2499999999999999,0.22139999999999915,0,0,0.011338021978021971,0.02651912968054727,0.02651912968054727,0
2019-09-06 18:30,0.15849222266040475,0.13970964762491073,0.2499999999999999,0.4789800000000026,0,0,0.011338021978021971,0.026087314644208704,0.026087314644208704,0
2019-09-06 19:00,0.21926955007632631,0.16107868863139188,0.2499999999999999,0.3983999999999934,0,0,0.004980000000000002,0.02646103368060028,0.02646103368060028,0
2019-09-06 19:30,0.26755190401640827,0.17919844724390388,0.2499999999999999,0.14939999999998843,0,0,0.004980000000000002,0.02726900192308178,0.02726900192308178,0
2019-09-06 20:00,0.30676299906724336,0.19168283751096113,0.2499999999999999,0.004979999999999762,361,361,0.0,0.028223020739568085,0.028223020739568085,0
2019-09-06 20:30,0.33904274974113424,0.1988346307845198,0.2499999999999999,0.0,361,361,0.0,0.0291256349344788,0.0291256349344788,0
2019-09-06 21:00,0.3664709218856134,0.20235877856536266,0.2499999999999999,0.0,361,361,0.0,0.029796291714507293,0.029796291714507293,0
2019-09-06 21:30,0.39023879524711913,0.20321581923165438,0.2499999999999999,0.0,361,361,0.0,0.030181844888126776,0.030181844888126776,0
2019-09-06 22:00,0.41110809412289695,0.20200676025153175,0.2499999999999999,0.0,361,361,0.0,0.030377352568261455,0.030377352568261455,0
2019-09-06 22:30,0.42960317314710095,0.19914498403976366,0.2499999999999999,0.0,361,361,0.0,0.030447631455622987,0.030447631455622987,0
2019-09-06 23:00,0.4461042009024862,0.19493981603845587,0.2499999999999999,0.0,361,361,0.0,0.030435583986087974,0.030435583986087974,0
2019-09-06 23:30,0.4608978115756358,0.18964062705855317,0.2499999999999999,0.0,361,361,0.0,0.03036945982968969,0.03036945982968969,0
2019-09-07 00:00,0.47420683280927134,0.1834616540119472,0.2499999999999999,0.0,361,361,0.0,0.030267824159322065,0.030267824159322065,0
2019-09-07 00:30,0.48620879865877115,0.17659646287991165,0.2499999999999999,0.0,361,361,0.0,0.030142882203026813,0.030142882203026813,0
2019-09-07 01:00,0.4970480363880212,0.1692262771033526,0.2499999999999999,0.0,361,361,0.0,0.030002675159117947,0.030002675159117947,0
2019-09-07 01:30,0.5068438682219211,0.1615242081826707,0.2499999999999999,0.0,361,361,0.0,0.029852519900867614,0.029852519900867614,0
2019-09-07 02:00,0.5156963585545102,0.15365635093092406,0.2499999999999999,0.0,361,361,0.0,0.029695949215826203,0.029695949215826203,0
2019-09-07 02:30,0.5236904521755701,0.1457802238722531,0.2499999999999999,0.0,361,361,0.0,0.029535324890864575,0.029535324890864575,0
2019-09-07 03:00,0.5308990242552726,0.1380409553670568,0.2499999999999999,0.0,361,361,0.0,0.029372237490693946,0.029372237490693946,0
2019-09-07 03:30,0.5373851742006273,0.13056585288847514,0.2499999999999999,0.0,361,361,0.0,0.02920776736325407,0.02920776736325407,0
2019-09-07 04:00,0.5432039816888946,0.12345843279548463,0.2499999999999999,0.0,361,361,0.0,0.029042655413546906,0.029042655413546906,0
2019-09-07 04:30,0.5484038722025576,0.1167992413464137,0.2499999999999999,0.0,361,361,0.0,0.02887741526702718,0.02887741526702718,0
2019-09-07 05:00,0.5530276938232767,0.11068305631707373,0.2499999999999999,0.0,361,361,0.0,0.028712407670782675,0.028712407670782675,0
2019-09-07 05:30,0.5571135770161749,0.10515495133342843,0.2499999999999999,0.0,361,361,0.0,0.028547888328408058,0.028547888328408058,0
2019-09-07 06:00,0.560695628909416,0.10019189984456843,0.2499999999999999,0.0,361,361,0.0,0.028384040204253193,0.028384040204253193,0
2019-09-07 06:30,0.5638044996909647,0.09573453157219854,0.2499999999999999,0.0,361,361,0.0,0.02822099567792661,0.02822099567792661,0
2019-09-07 07:00,0.5664678489910162,0.09171110808441763,0.2499999999999999,0.0,361,361,0.0,0.028058851409744703,0.028058851409744703,0
2019-09-07 07:30,0.5687107331825203,0.08805257047730806,0.2499999999999999,0.0,361,361,0.0,0.027897678410848156,0.027897678410848156,0
2019-09-07 08:00,0.5705559295209188,0.08469980745700056,0.2499999999999999,0.0,361,361,0.0,0.02773752894185037,0.02773752894185037,0
2019-09-07 08:30,0.5720242093712359,0.08160549590191818,0.2499999999999999,0.0,361,361,0.0,0.027578441298280906,0.027578441298280906,0
2019-09-07 09:00,0.5731345700443053,0.07873298555036308,0.2499999999999999,0.0,361,361,0.0,0.027420443176232007,0.027420443176232007,0
2019-09-07 09:30,0.5739044327165287,0.07605408839504346,0.2499999999999999,0.0,361,361,0.0,0.02726355407524413,0.02726355407524413,0
2019-09-07 10:00,0.5743498123533365,0.07354684598603034,0.2499999999999999,0.0,361,361,0.0,0.027107787041625444,0.027107787041625444,0
2019-09-07 10:30,0.5744854643648735,0.07119372367405961,0.2499999999999999,0.0,361,361,0.0,0.026953149954764978,0.026953149954764978,0
2019-09-07 11:00,0.5743250118001477,0.0690819728324686,0.2499999999999999,0.0,361,361,0.0,0.026799646492590416,0.026799646492590416,0
2019-09-07 11:30,0.5738810561655798,0.06882925632427984,0.2499999999999999,0.0,361,361,0.0,0.0266472768005477,0.0266472768005477,0
2019-09-07 12:00,0.5731652743878652,0.06862970364376829,0.2499999999999999,0.0,361,361,0.0,0.026496038219393867,0.026496038219393867,0
2019-09-07 12:30,0.5721885039926649,0.06841702849301537,0.2499999999999999,0.0,361,361,0.0,0.026345925690799906,0.026345925690799906,0
2019-09-07 13:00,0.5709608182073984,0.06821627910702821,0.2499999999999999,0.0,361,361,0.0,0.026196932045484532,0.026196932045484532,0
2019-09-07 13:30,0.5694915924118439,0.06789556873400912,0.2499999999999999,0.0,361,361,0.0,0.026049048316154098,0.026049048316154098,0
2019-09-07 14:00,0.5677895631256409,0.06718319005294068,0.2499999999999999,0.0,361,361,0.0,0.0259022640053423,0.0259022640053423,0
2019-09-07 14:30,0.5658628805308291,0.06645691844683235,0.2499999999999999,0.0,361,361,0.0,0.025756567246502857,0.025756567246502857,0
2019-09-07 15:00,0.563719155371898,0.06574362131615322,0.2499999999999999,0.0,361,361,0.0,0.025611944992271426,0.025611944992271426,0
2019-09-07 15:30,0.5613655009483154,0.06504376476250737,0.2499999999999999,0.0,361,361,0.0,0.025468383170590265,0.025468383170590265,0
2019-09-07 16:00,0.5588085708074902,0.06435717870447817,0.2499999999999999,0.0,361,361,0.0,0.025325866800208333,0.025325866800208333,0
2019-09-07 16:30,0.5560545926581161,0.06368360401876355,0.2499999999999999,0.0,361,361,0.0,0.025184380089092632,0.025184380089092632,0
2019-09-07 17:00,0.5531093989502036,0.06302273834456994,0.2499999999999999,0.0,361,361,0.0,0.02504390651861022,0.02504390651861022,0
2019-09-07 17:30,0.5499784545062671,0.06237425822777944,0.2499999999999999,0.0,361,361,0.0,0.02490442891536103,0.02490442891536103,0
2019-09-07 18:00,0.5466668815360204,0.06173783221914855,0.2499999999999999,0.0,361,361,0.0,0.024765929512250682,0.024765929512250682,0
2019-09-07 18:30,0.5431794823228934,0.061113128612541645,0.2499999999999999,0.0,361,361,0.0,0.02462839000014471,0.02462839000014471,0
2019-09-07 19:00,0.5395207598332817,0.06049981994898063,0.2499999999999999,0.0,361,361,0.0,0.024491791571232036,0.024491791571232036,0
2019-09-07 19:30,0.5356949364676045,0.05989758556756766,0.2499999999999999,0.0,361,361,0.0,0.024356114955042998,0.024356114955042998,0
2019-09-07 20:00,0.5317059711450596,0.05930611297765993,0.2499999999999999,0.0,361,361,0.0,0.024221340447912215,0.024221340447912215,0
2019-09-07 20:30,0.5275575748906522,0.058725098521202494,0.2499999999999999,0.0,361,361,0.0,0.024087447936546394,0.024087447936546394,0
2019-09-07 21:00,0.5232532250730713,0.0581542476095536,0.2499999999999999,0.0,361,361,0.0,0.023954416916246408,0.023954416916246408,0
2019-09-07 21:30,0.5187961784247882,0.05759327470741564,0.2499999999999999,0.0,361,361,0.0,0.023822226504236835,0.023822226504236835,0
2019-09-07 22:00,0.5141894829609102,0.05704190316871311,0.2499999999999999,0.0,361,361,0.0,0.023690855448476263,0.023690855448476263,0
2019-09-07 22:30,0.5094359889005401,0.056499864988077624,0.2499999999999999,0.0,361,361,0.0,0.023560282132250056,0.023560282132250056,0
2019-09-07 23:00,0.5045383586833669,0.05596690050653216,0.2499999999999999,0.0,361,361,0.0,0.02343048457478478,0.02343048457478478,0
2019-09-07 23:30,0.4994990761647337,0.0554427580946724,0.2499999999999999,0.0,361,361,0.0,0.02330144042806865,0.02330144042806865,0
2019-09-08 00:00,0.4943204550642885,0.05492719382730909,0.2499999999999999,0.0,361,361,0.0,0.02317312697001236,0.02317312697001236,0
2019-09-08 00:30,0.48900464673638055,0.05441997115782213,0.2499999999999999,0.0,361,361,0.0,0.023045521094038002,0.023045521094038002,0
