0,664
10,664
20,665
30,663.5
40,663.5
50,665
60,665.5
70,664.5
80,664.5
90,664.5
100,663.5
110,665
120,664
130,666
140,665.5
150,665
160,665.5
170,666.5
180,666
190,665
200,666
210,665
220,665.5
230,665.5
240,667
250,666
260,666
270,666
280,665.5
290,666.5
300,666
310,667.5
320,668
330,666
340,667
350,666.5
360,668.5
370,666.5
380,668.5
390,667
400,667.5
410,669
420,669.5
430,669
440,669
450,670
460,668.5
470,669.5
480,670
490,670
500,669.5
510,670
520,670.5
530,671
540,670.5
550,670.5
560,671.5
570,672
580,671.5
590,670
600,670
610,672
620,671
630,671
640,672
650,672
660,672
670,671.5
680,670.5
690,672
700,670.5
710,671
720,670
730,672
740,672.5
750,671.5
760,672
770,672.5
780,673
790,671.5
800,673.5
810,672
820,671.5
830,673
840,674
850,672.5
860,672.5
870,673.5
880,673
890,673
900,675
910,675
920,674
930,674
940,674.5
950,673.5
960,675.5
971,674
981,673.5
991,675.5
1001,676
1011,675
1021,676
1031,674.5
1041,674
1051,674.5
1061,674.5
1071,674.5
1081,678
1091,676
1101,676.5
1111,677.5
1121,675
1131,676.5
1141,679
1151,677
1161,676.5
1171,679
1181,677.5
1191,678.5
1201,679
1211,676
1221,677.5
1231,679
1241,676.5
1251,678.5
1261,677
1271,677.5
1281,678
1291,677
1301,677
1311,679
1321,677
1331,677
1341,678
1351,678
1361,677.5
1371,679
1381,678.5
1391,678.5
1401,679
1411,678
1421,678
1431,679
1441,676.5
1451,678
1461,678.5
1471,678
1481,677
1491,676
1501,678
1511,680
1521,679.5
1531,678.5
1541,679
1551,679
1561,680.5
1571,685
1581,683.5
1591,683
1601,683.5
1611,683
1621,684
1631,687.5
1641,686
1651,686.5
1661,687
1671,686.5
1681,687.5
1691,691.5
1701,689
1711,690.5
1721,691.5
1731,690.5
1741,691
1751,694
1761,693
1771,692
1781,693
1791,692.5
1801,692
1811,698
1821,698
1831,694
1841,697
1851,698
1861,697.5
1871,701
1881,700.5
1891,699
1901,700.5
1911,700
1921,701
1931,704.5
1941,704
1951,702
1961,701
1971,703
1981,704
1991,706
2001,706
2011,705
2021,705.5
2031,704
2041,706
2051,707.5
2061,708
2071,706.5
2081,706
2091,706
2101,708
2111,707.5
2121,707
2131,705.5
2141,706
2151,707
2161,708
2171,707.5
2181,707.5
2191,706.5
2201,707
2211,706
2221,707.5
2231,707.5
2241,707
2251,707
2261,706
2271,707
2281,706.5
2291,707.5
2301,707.5
2311,708
2321,706
2331,707
2341,707.5
2351,707.5
2361,706
2371,706.5
2381,708
2391,706
2401,708
2411,707.5
2421,707
2431,706
2441,707
2451,707
2461,707.5
2471,708
2481,706.5
2491,706
2501,707
2511,706
2521,706
2531,707.5
2541,707.5
2551,707
2562,707
2571,707
2581,708
2591,708
2601,705
2611,707
2622,703.5
2631,705
2641,705
2651,705
2662,706.5
2672,703
2681,702.5
2691,705.5
2701,704
2712,706
2721,705
2731,702
2742,703.5
2751,704.5
2762,703
2771,705
2782,705
2792,704
2801,703.5
2812,703.5
2822,702
2832,703
2842,703.5
2852,702
2862,701
2872,701.5
2882,702.5
2892,701
2902,702.5
2912,697.5
2922,700.5
2932,700.5
2942,700
2952,699
2962,699
2972,700
2982,698
2992,699
3002,700.5
3012,700
3022,700
3032,698
3042,698
3052,696.5
3062,699.5
3072,697
3082,699.5
3092,699
3102,697.5
3112,698.5
3122,700
3132,699.5
3142,699.5
3152,697.5
3162,697.5
3172,694
3182,697.5
3192,699
3202,696
3212,694
3222,694
3232,695
3242,695.5
3252,696
3262,695.5
3272,695
3282,694.5
3292,694
3302,694
3312,696
3322,695
3332,694.5
3342,694.5
3352,695
3362,691.5
3372,695.5
3382,696
3392,694
3402,694
3412,692
3422,695.5
3432,694
3442,696.5
3452,695.5
3462,693.5
3472,694.5
3482,695
3492,694
3502,696
3512,694
3522,693
3532,694
3542,695
3552,694
3562,695
3572,694
3582,693.5
3592,693.5
3602,694.5
3612,694
3622,694
3632,695
3642,693.5
3652,692
3662,694
3672,694
3682,694.5
3692,692
3702,693.5
3712,692.5
3722,694.5
3732,691.5
3742,692
3752,694
3762,692.5
3772,693
3782,694
3792,694.5
3802,694.5
3812,693
3822,692
3832,693
3842,694
3852,694
3862,693
3872,693.5
3882,692
3892,693
3902,694
3912,696
3922,698
3932,700
3942,700
3952,700
3962,700
3972,701.5
3982,705
3992,707
4002,706
4012,702.5
4022,705.5
4032,708.5
4042,712
4052,710
4062,711
4072,711
4082,713
4092,714.5
4102,717
4112,718.5
4122,716
4132,718
4142,719
4152,720.5
4162,722.5
4172,723
4182,724
4192,722.5
4202,723
4212,725.5
4222,727
4232,728.5
4242,730
4252,729.5
4262,729
4272,733.5
4282,734
4292,736
4302,734.5
4312,735
4322,734.5
4332,739
4342,741
4352,742
4362,742.5
4373,741.5
4383,741
4393,745
4403,747.5
4413,749.5
4422,748.5
4433,747
4443,749
4453,750.5
4463,754
4473,754
4483,754
4493,753
4503,754
4513,755
4523,755
4533,754
4543,754
4553,754
4563,755
4573,755
4583,755.5
4593,754
4603,753.5
4613,753
4623,755
4633,755.5
4643,755
4653,755
4663,755
4673,754
4683,754
4693,756
4703,754
4713,755
4723,753.5
4733,753
4743,755
4753,754
4763,755.5
4773,754
4783,753.5
4793,753
4803,755
4813,754.5
4823,754
4833,755
4843,754.5
4853,754
4863,754
4873,755.5
4883,755
4893,754
4903,753
4913,753.5
4923,753
4933,753.5
4943,755
4953,751.5
4963,754
4973,752.5
4983,753.5
4993,753.5
5003,755
5013,752.5
5023,753
5033,754
5043,755
5053,753.5
5063,754
5073,754
5083,752
5093,754
5103,754.5
5113,756
5123,755
5133,755
5143,755
5153,753.5
5163,756
5173,757
5183,754.5
5193,753
5203,755
5213,755
5223,756
5233,756
5243,756
5253,756.5
5263,756
5273,755.5
5283,756
5293,758
5303,758
5313,757
5323,756
5333,757
5343,756.5
5353,762
5363,760
5373,759.5
5383,757.5
5393,754.5
5403,761
5413,762.5
5423,762
5433,759.5
5443,760
5453,760
5463,762
5473,763
5483,761
5493,761.5
5503,762.5
5513,761
5523,761
5533,764
5543,763.5
5553,762
5563,761.5
5573,762
5583,762.5
5593,764.5
5603,764.5
5613,764
5623,762.5
5633,761.5
5643,763.5
5653,764
5663,765
5673,764
5683,763
5693,763
5703,764
5713,767.5
5723,769
5733,768.5
5743,768.5
5753,767
5763,769
5773,770
5783,772.5
5793,771.5
5803,771
5813,770.5
5823,772
5833,773.5
5843,776
5853,775
5863,776.5
5873,775
5883,777.5
5894,777.5
5904,776.5
5914,776.5
5924,778.5
5934,777.5
5944,779.5
5954,782.5
5964,782
5974,783.5
5984,782
5994,783
6004,783
6014,782.5
6024,786.5
6034,785
6044,785.5
6054,785.5
6064,786.5
6074,789
6084,790.5
6094,790
6104,787.5
6114,790.5
6124,790.5
6134,791
6143,793.5
6154,792.5
6164,793
6174,793
6184,796
6194,797.5
6204,797
6214,798
6224,798
6234,796.5
6244,797.5
6254,802
6264,803
6274,802
6284,800
6294,801.5
6304,802
6314,800.5
6324,802
6334,799.5
6344,800
6354,800
6364,799.5
6374,802
6384,801
6394,800.5
6404,798.5
6414,796
6424,801.5
6434,802
6444,799
6454,798.5
6464,798.5
6474,798
6484,800.5
6494,799.5
6504,797.5
6514,798
6524,798.5
6534,795.5
6544,796
6554,796.5
6564,798
6574,799
6584,798
6594,798
6604,797
6614,797
6624,795.5
6634,795.5
6644,797.5
6654,796
6664,797
6674,795
6684,797
6694,797
6704,797.5
6714,797
6724,797
6734,797
6744,798
6754,797
6764,795.5
6774,796
6784,797
6794,794
6804,796
6814,797
6824,795
6834,795
6844,796
6854,796.5
6864,795
6874,795.5
6884,795
6894,794
6904,795
6914,791.5
6924,793
6934,791.5
6944,793
6954,791
6964,793.5
6974,790.5
6984,792
6994,792
7004,791
7014,787.5
7024,791
7034,791
7044,791
7054,789
7064,787.5
7074,789
7084,790
7094,790
7104,790
7114,789.5
7124,788.5
7134,788
7144,788
7154,788.5
7164,788
7174,785.5
7184,786
7194,786.5
7204,786.5
7214,785.5
7224,785
7234,785
7244,784
7254,784.5
7264,782.5
7274,785
7284,781.5
7294,783
7304,783
7314,782
7324,784
7334,783
7344,783
7354,783
7364,782.5
7374,781.5
7384,783
