time,water_depth_basin1,water_depth_basin2,orifice_setting,rain,forecast_low,forecast_high,forecast_int,overflow_duration_basin1,overflow_duration_basin2
2019-09-05 00:00,0.0,0.0,2.25,0,210,256,0.019991999999999992,0,0
2019-09-05 01:00,0.09348195381780362,0.14399697274544224,2.25,0.0,156,190,0.019991999999999992,0.0,0.0
2019-09-05 02:00,0.06185652125164992,0.09379398928580293,2.25,0.0,102,124,0.019991999999999992,0.0,0.0
2019-09-05 03:00,0.03377647796678895,0.05501685650127596,2.25,0.0,48,58,0.019991999999999992,0.0,0.0
2019-09-05 04:00,0.02321176411635398,0.03679620877194386,3.75,0.3090599999999999,0,0,0.01263913043478261,0.0,0.0
2019-09-05 05:00,0.020652035516987206,0.03242816984271919,2.25,0.29069999999999996,31,37,0.0434608695652174,0.0,0.0
2019-09-05 06:00,0.04227433859886375,0.039659995427523576,2.25,0.9996000000000005,1081,1081,0.0,0.0,0.0
2019-09-05 07:00,0.06416568538767412,0.037322389024676286,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 08:00,0.07061879100681846,0.03502698064773399,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 09:00,0.07229503374701494,0.03348454172688477,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 10:00,0.07164612584843516,0.03242092704471022,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 11:00,0.06971725357144229,0.03164809374097315,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 12:00,0.06707691640578584,0.031043862000605597,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 13:00,0.06407727138211451,0.0305327143088648,2.25,0.0,1081,1081,0.0,0.0,0.0
2019-09-05 14:00,0.06094954262106518,0.030070459075807524,3.0,0.0,941,1151,0.036968571428571434,0.0,0.0
2019-09-05 15:00,0.022432509092396993,0.029702693465163965,2.25,0.0,887,1085,0.029085818181818202,0.0,0.0
2019-09-05 16:00,0.045253702148959615,0.02926780234006962,2.25,0.0,833,1019,0.029085818181818202,0.0,0.0
2019-09-05 17:00,0.04834242219338935,0.02881044010571788,2.25,0.0,779,953,0.029085818181818202,0.0,0.0
2019-09-05 18:00,0.047954653741493436,0.02836974005445284,2.25,0.0,725,887,0.029085818181818202,0.0,0.0
2019-09-05 19:00,0.046409134540974305,0.02794847563619403,2.25,0.0,671,821,0.029085818181818202,0.0,0.0
2019-09-05 20:00,0.0444977847402279,0.02754290641846441,2.25,0.0,617,755,0.029085818181818202,0.0,0.0
2019-09-05 21:00,0.04253405613503552,0.02714941004800064,2.25,0.0,563,689,0.029085818181818202,0.0,0.0
2019-09-05 22:00,0.04063812834392774,0.026765688899742658,2.25,0.0,509,623,0.029085818181818202,0.0,0.0
2019-09-05 23:00,0.03884874206050974,0.026390564689574496,2.25,0.0,455,557,0.029085818181818202,0.0,0.0
2019-09-06 00:00,0.037172353795724596,0.026023540901438123,3.0,0.0,401,491,0.029085818181818202,0.0,0.0
2019-09-06 01:00,0.019542576608917655,0.025685575503343543,2.25,0.0,347,425,0.029085818181818202,0.0,0.0
2019-09-06 02:00,0.032379913613604025,0.025328223910370117,3.75,0.0,293,359,0.029085818181818202,0.0,0.0
2019-09-06 03:00,0.019233641122654507,0.024988373488881097,3.0,0.0,239,293,0.029085818181818202,0.0,0.0
2019-09-06 04:00,0.018778337072627146,0.02465165671505063,3.0,0.0,185,227,0.029085818181818202,0.0,0.0
2019-09-06 05:00,0.018539682864550065,0.024319614825179657,3.75,0.0,131,161,0.029085818181818202,0.0,0.0
2019-09-06 06:00,0.018506419245985672,0.02399444976726809,3.0,0.0,77,95,0.029085818181818202,0.0,0.0
2019-09-06 07:00,0.018086103890619296,0.02367751355223432,2.25,0.0,23,29,0.029085818181818202,0.0,0.0
2019-09-06 08:00,0.07059391754407274,0.04073277116390247,3.0,1.2821399999999996,0,0,0.01512285714285714,0.0,0.0
2019-09-06 09:00,0.03536894052100194,0.04729980040701829,3.0,0.3175799999999973,133,163,0.030779999999999974,0.0,0.0
2019-09-06 10:00,0.0372813849997431,0.048463336118910266,2.25,0.0,79,97,0.030779999999999974,0.0,0.0
2019-09-06 11:00,0.1153429794019158,0.049950079352552156,3.0,0.0,25,31,0.030779999999999974,0.0,0.0
2019-09-06 12:00,0.048061588146188265,0.06326356406828956,2.25,0.800279999999999,198,242,0.010388311688311743,0.0,0.0
2019-09-06 13:00,0.15287121351530983,0.07091793145864828,2.25,0.0,144,176,0.010388311688311743,0.0,0.0
2019-09-06 14:00,0.19809235813666315,0.06986730909086901,2.25,0.0,90,110,0.010388311688311743,0.0,0.0
2019-09-06 15:00,0.22797168250318064,0.06784905684199609,2.25,0.0,36,44,0.010388311688311743,0.0,0.0
2019-09-06 16:00,0.25313684259987407,0.07502317252059959,2.25,0.4457399999999958,0,0,0.009260473933649293,0.0,0.0
2019-09-06 17:00,0.2902817128523944,0.1008985923434184,2.25,0.5910000000000073,0,0,0.009026225165562918,0.0,0.0
2019-09-06 18:00,0.33050129466157624,0.12096224858922817,2.25,0.33119999999999905,0,0,0.011338021978021971,0.0,0.0
2019-09-06 19:00,0.37995859881098887,0.1582669786227933,2.25,0.877379999999996,0,0,0.004980000000000002,0.0,0.0
2019-09-06 20:00,0.4305966757519356,0.18904172225502533,2.25,0.1543799999999882,1081,1081,0.0,0.0,0.0
2019-09-06 21:00,0.47111246789807015,0.20011964947772237,2.25,0.0,1081,1081,0.0,0.0,0.0
